worker_tests,worker_tests,lr,loss_mean,loss_std,price_mean,price_std,algorithm,recall,recall_std,precision,precision_std,f_beta,f_beta_std,machine_tests,corr,select_conf,baseround_items,total_items,expert_cost,theta,filters_num,machine_acc_range
5,5,10,0.19004000000000001,0.07774804434839504,6.796399999999998,0.4946992217499438,Crowd-Ensemble,95.80499205361036,2.8157626944502567,84.17437941464686,8.191030577033118,94.49028105684714,2.2203669533701103,0.0,0.0,0.95,20,1000,20,0.3,4,
5,5,10,0.33006,0.03905248263555084,5.693200000000001,0.6288352407427561,Stacking (NBayes),98.53093073659942,0.6822909930149232,51.768844572807474,3.2444016929857447,91.00615739225952,1.1112047077318752,500.0,0.0,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.33753999999999995,0.04577650489060955,5.790800000000001,0.7422475058900501,Stacking (Regression),98.4431836578022,0.9268791273407017,51.37374855941974,3.587054327422619,0.6827058670181583,0.38435531856047866,500.0,0.0,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.6909599999999999,0.023397401565131096,12.963199999999997,1.0204654624238882,1 best machine,98.61329504242899,1.8727582618431327,32.03056643368899,1.9551049085782024,82.8591816442426,1.0378753946947237,500.0,0.0,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.52816,0.047580399325772786,6.8192,0.665960479307894,Stacking (NBayes),93.98729017762393,1.6550306675634783,46.31179675811072,2.6383220793885127,85.8966854930718,1.3876282817302346,500.0,0.2,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.53496,0.03689279604475649,8.3592,0.953796288522869,Stacking (Regression),96.23711287897613,1.5599185503244024,41.94530609605457,2.9283576747948117,0.631181907819689,0.3514820932562887,500.0,0.2,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.6886,0.026406817301598447,12.98,0.952697223676022,1 best machine,98.71461056791635,1.9842004005940665,32.22607666418685,1.8511105111946389,83.05017941613616,1.2627465418497381,500.0,0.2,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.65024,0.04809222806233873,7.4488,0.696208704340875,Stacking (NBayes),91.05735769300307,1.8460784609569618,43.252387992125016,2.721773041925328,82.68438164539239,1.415788696155787,500.0,0.3,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.62122,0.04178913255859711,9.584399999999999,1.0349901642044719,Stacking (Regression),95.46089771318128,2.036235407593763,38.371392932110325,2.995035948010182,0.6083037033776443,0.3334038371023274,500.0,0.3,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.68854,0.02252750319054464,13.286800000000001,0.5919406727029324,1 best machine,99.21303117740564,1.2326531059799253,31.700554831825606,1.5532205784237874,83.07700234908025,1.0817717858677312,500.0,0.3,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.7656399999999999,0.07159686026635526,10.3168,1.1233190820065329,Stacking (NBayes),91.91068277198748,3.712107168090556,35.65881165221489,2.3731771347497634,80.26922560284234,2.2712001740109047,500.0,0.5,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.703,0.03486144001615537,12.052000000000003,0.6925777934643876,Stacking (Regression),96.76587616803712,1.6894803416666355,33.2196798766353,1.8690987276930588,0.566497126681527,0.26741142661397216,500.0,0.5,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.69254,0.02586133020554045,13.242800000000003,0.7585988136030798,1 best machine,99.0143138947129,1.6437324521519252,31.662882666453907,1.8219902313624476,82.90553472409302,1.2088363001380336,500.0,0.5,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.72762,0.036948012125146874,12.136399999999998,0.6183551083317741,Stacking (NBayes),96.08105182906705,1.7756213549120985,32.82222992994685,1.6678868753365814,81.70795510093309,1.3214943618298676,500.0,0.7,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.6903400000000001,0.024281359105288954,13.070800000000002,0.6548185702925657,Stacking (Regression),98.80932413548194,1.313551786115368,31.81904967766011,1.7520795516885082,0.5567910104911122,0.2300411807347104,500.0,0.7,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.69268,0.02578405708960479,13.2816,0.7024965765041135,1 best machine,99.06729267633058,1.5626891027038954,31.532658548338613,1.722087966570286,82.86390486355086,1.2166218619500675,500.0,0.7,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.7317,0.04133485212263375,12.121999999999998,0.7199583321276308,Stacking (NBayes),95.88737786127335,2.1024612259449027,32.71039611017897,1.4911425033408305,81.52274389774351,1.4482078860756329,500.0,0.9,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.6541600000000001,0.03133838540831357,12.0632,0.7181683368124773,Stacking (Regression),98.34000611325494,1.0207586875400416,33.391493636712546,1.8796128781203398,0.5684993370808512,0.2533658475420707,500.0,0.9,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.6994799999999999,0.03345219873192192,12.953600000000002,0.9977449774366193,1 best machine,98.31599619481102,2.28926358761412,31.847608104975375,1.836995177087496,82.55609262148734,1.237268020368161,500.0,0.9,0.95,20,1000,20,0.3,4,"[0.65, 0.75]"
5,5,10,0.22030000000000002,0.08770045609915605,6.97492,0.9838231109300084,Crowd-Ensemble,95.32844604844037,3.3469834463977244,81.98517631222416,10.492684088427248,93.68326814219158,2.4965938108487036,0.0,0.0,0.95,20,1000,20,0.3,4,
