worker_tests,worker_tests,lr,loss_mean,loss_std,price_mean,price_std,algorithm,recall,recall_std,precision,precision_std,f_beta,f_beta_std,machine_tests,corr,select_conf,baseround_items,total_items,expert_cost,theta,filters_num,machine_acc_range
5,5,10,0.20727999999999994,0.08085914666875975,6.9537,0.6760998816742982,Crowd-Ensemble,95.33328628202628,2.989971242891322,83.47338405741137,10.599120760991173,93.90898878898186,2.461751894996453,0.0,0.0,0.95,20,1000,20,0.3,4,
5,5,10,0.11346,0.06863299789459877,0.0,0.0,Machines-Ensemble,99.43446041311621,0.540068882743167,77.62238115224447,10.361003843644577,96.78105973403613,1.8896362403493276,500.0,0.0,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.11171999999999999,0.059379808015856704,3.3276999999999997,0.7323726442187748,Hybrid-Ensemble (NBayes),97.83952704433254,1.991280384656998,87.75735627964997,7.170541225866485,96.74674078821182,1.753681807595464,500.0,0.0,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.1273,0.05445300726314388,3.50456,0.841768071620681,Hybrid-Ensemble (Regression),97.48009794481122,1.991280384656998,87.75735627964997,7.170541225866485,96.74674078821182,1.753681807595464,500.0,0.0,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.16097999999999998,0.05206284279599031,4.2737799999999995,0.5849254752530445,Hybrid-Ensemble (1 best machine),97.06244475186129,2.210971950514127,81.97309165859284,7.690619281843996,95.3493587393526,1.5139810843351593,500.0,0.0,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.2541,0.12467128779314024,0.0,0.0,Machines-Ensemble,97.09568204240706,1.4133202713363382,67.40382167298431,13.02045375958195,92.94592216602926,3.243178135363215,500.0,0.2,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.148,0.06766742199906835,4.0503800000000005,1.1470164931682543,Hybrid-Ensemble (NBayes),97.52347888561061,1.8581853483434072,82.35232115253004,9.547134333266683,95.74094601894247,1.8900246442940714,500.0,0.2,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.16458000000000003,0.06605666961026722,3.9278200000000005,1.0888265002285717,Hybrid-Ensemble (Regression),96.65035229778654,1.8581853483434072,82.35232115253004,9.547134333266683,95.74094601894247,1.8900246442940714,500.0,0.2,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.17238,0.08593739349084309,4.450200000000001,1.0535216561608973,Hybrid-Ensemble (1 best machine),97.04095111951322,3.04324686867066,80.38003427138506,9.89832233040905,95.03285244051453,2.532557059610569,500.0,0.2,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.31189999999999996,0.11886517572443159,0.0,0.0,Machines-Ensemble,95.28603458539605,1.7242558799042524,66.43108107254737,13.118095403553674,91.26419285933645,3.179378860997529,500.0,0.3,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.16444,0.08696324740946601,4.0888599999999995,1.251024124627499,Hybrid-Ensemble (NBayes),97.1212801621126,2.9000851063499713,81.92149815521039,10.488115155358273,95.26064273960259,2.4616513785282286,500.0,0.3,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.16604,0.06836927965102454,3.98404,0.9114996206252638,Hybrid-Ensemble (Regression),96.76202393389536,2.9000851063499713,81.92149815521039,10.488115155358273,95.26064273960259,2.4616513785282286,500.0,0.3,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.18477999999999997,0.11481032880364031,4.27024,0.7707858732488551,Hybrid-Ensemble (1 best machine),96.30101072689635,3.9558220979369,82.11608042978327,8.906035704137402,94.64742591643542,3.3465950101183357,500.0,0.3,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.46509999999999996,0.12349093084109457,0.0,0.0,Machines-Ensemble,93.1085834813837,3.0428792576988943,56.48279351037507,13.737945900914932,87.20818835013634,3.1339702554172195,500,0.5,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.15588000000000002,0.059534406858555336,4.098560000000001,0.6998417866918208,Hybrid-Ensemble (NBayes),97.15962635248836,2.3183902576074784,82.109198439409,7.05068404886094,95.46948003186576,1.7654956047578674,500,0.5,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.16641999999999998,0.08455154404267257,4.21894,1.0168385793231884,Hybrid-Ensemble (Regression),96.90350385465895,2.3183902576074784,82.109198439409,7.05068404886094,95.46948003186576,1.7654956047578674,500,0.5,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.19519999999999998,0.12920681096598585,4.65954,1.5596098513410335,Hybrid-Ensemble (1 best machine),96.6984008334264,4.337085132689448,78.68512034690602,11.663651069112786,94.38268570077358,3.719705832621171,500,0.5,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.56232,0.09523390992708426,0.0,0.0,Machines-Ensemble,93.81938143180889,4.380459588782333,46.73000508079905,11.552109386056495,85.08822927503748,2.2996359251917875,500,0.7,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
5,5,10,0.16327999999999998,0.04785646873725641,4.490999999999999,0.9461680189057332,Hybrid-Ensemble (NBayes),97.23199829096106,1.8242408126602976,80.7388742819886,8.786032644095211,95.30683496631164,1.393754504359996,500,0.7,0.95,20,1000,20,0.3,4,"[0.5, 0.95]"
