items_num,votes_per_item,lr,loss_mean,loss_std,price_mean,price_std,algorithm,recall,recall_std,precision,precision_std,f_beta,f_beta_std,machine_tests,corr,select_conf,baseline_items,total_items,expert_cost,theta,filetrs_num
5,3,10,0.10476,0.048283976638218186,3.2413800000000004,0.3953223439169611,Hybrid-Ensemble,95.94556050400296,2.3646979214930868,89.05766653362421,4.411718193744451,95.24992146096683,2.2077367035240605,50.0,0.3,0.95,20,1000,20,0.2,4
5,3,10,0.7236400000000001,0.18033399679483622,0.0,0.0,Machines-Ensemble,69.83377438796605,8.665447188276207,57.86321573003448,12.544406876733118,68.0957887883407,7.890888038322068,50.0,0.5,0.95,20,1000,20,0.2,4
5,3,10,0.12337999999999999,0.04440580592670287,3.69284,0.3838248225427845,Hybrid-Ensemble,95.8097780553433,2.1370876271806742,83.23130807731509,4.198382477469434,94.48803358709472,2.0306008212407756,50.0,0.5,0.95,20,1000,20,0.2,4
5,3,10,1.06238,0.2817020333614935,0.0,0.0,Machines-Ensemble,50.47685824350705,13.872528075348017,55.66100093318891,12.005706202107381,50.61804607012879,12.822574696322857,50.0,0.7,0.95,20,1000,20,0.2,4
5,3,10,0.16390000000000002,0.08085078849337216,4.3169,0.6752181943638663,Hybrid-Ensemble,95.24141059967073,3.2883691429417055,74.02437964873131,9.834740915908885,92.67002980585636,3.5310634770519447,50.0,0.7,0.95,20,1000,20,0.2,4
5,3,10,1.2021400000000002,0.41503171011381773,0.0,0.0,Machines-Ensemble,48.85614361807155,28.03639181068183,48.4751774901288,18.75901551349248,45.45718467606919,21.086814620662093,50.0,0.9,0.95,20,1000,20,0.2,4
5,3,10,0.21675999999999998,0.10376619102578642,4.75772,1.1505757348388674,Hybrid-Ensemble,93.405880030926,4.401639146701005,72.47531318975878,15.37947272179574,90.52969869141675,4.379685514734787,50.0,0.9,0.95,20,1000,20,0.2,4
5,3,10,0.2798,0.1342770270746266,7.7728,2.317494276152586,Crowd-Ensemble,97.05056307294764,2.037086595954647,65.95517074809106,18.415053353826902,92.09766485241154,3.3243039285451395,0.0,0.0,0.95,20,1000,20,0.3,4
5,3,10,0.14734,0.08831434990985328,0.0,0.0,Machines-Ensemble,99.32802597386657,0.5888937495670931,71.88601945363934,12.385974265984458,95.68514040106449,2.5462208128375656,50.0,0.0,0.95,20,1000,20,0.3,4
5,3,10,0.058499999999999996,0.04320844824799892,2.7623600000000006,0.35955026129875084,Hybrid-Ensemble,98.43536742789864,1.4548646878197176,96.05544134369975,2.2921205040401924,98.20774870714499,1.3476030429062724,50.0,0.0,0.95,20,1000,20,0.3,4
5,3,10,0.3111,0.11799309301819323,0.0,0.0,Machines-Ensemble,93.8897035847736,1.8159117544058114,71.13443182023843,12.05260564111563,90.9584916705346,3.2961942406984632,50.0,0.2,0.95,20,1000,20,0.3,4
5,3,10,0.0731,0.03280259136104951,3.116,0.45675822926357884,Hybrid-Ensemble,98.2594759331423,1.1121475453070822,93.46955288355763,2.795941572473043,97.79407358934706,1.002744354654976,50.0,0.2,0.95,20,1000,20,0.3,4
5,3,10,0.49459999999999993,0.16119379640668557,0.0,0.0,Machines-Ensemble,87.46970045984996,4.0005530103606635,70.09227005546266,9.894425730654142,85.40989496936096,4.536202922731231,50.0,0.3,0.95,20,1000,20,0.3,4
5,3,10,0.10189999999999999,0.04398329228241106,3.40264,0.4817459811975602,Hybrid-Ensemble,97.49100722229207,1.4611295081841014,91.6096841529315,2.063053032031902,96.91922134191404,1.3354369953972287,50.0,0.3,0.95,20,1000,20,0.3,4
5,3,10,0.9897399999999998,0.2712676029311278,0.0,0.0,Machines-Ensemble,70.10986026693857,8.42477951947701,69.63843270680778,8.44032368378224,70.03554477007822,8.29480577917699,50.0,0.5,0.95,20,1000,20,0.3,4
5,3,10,0.11948,0.04718993112942633,4.00786,0.49981420588054515,Hybrid-Ensemble,97.63324833785931,1.465950723142498,85.89114517608688,3.649058103831182,96.4189836179128,1.4359083838854472,50.0,0.5,0.95,20,1000,20,0.3,4
5,3,10,1.54772,0.4934115539790287,0.0,0.0,Machines-Ensemble,52.38010371604382,18.68622398084949,62.16300229135554,14.588473819290721,52.1661261066517,15.800631444690994,50.0,0.7,0.95,20,1000,20,0.3,4
5,3,10,0.1741,0.07008259413006912,4.9318800000000005,0.9352243717953463,Hybrid-Ensemble,96.90081414848295,1.7865783253399605,79.02484122177658,8.581638048167665,94.83735752232728,2.046743592861563,50.0,0.7,0.95,20,1000,20,0.3,4
5,3,10,1.7790800000000002,0.5603507058976548,0.0,0.0,Machines-Ensemble,43.688623995243326,20.495896386883988,64.76922785393944,15.234058405555931,44.068506504560695,18.346043580549406,50.0,0.9,0.95,20,1000,20,0.3,4
5,3,10,0.17854,0.09166225177247174,5.118,1.2329413773574154,Hybrid-Ensemble,97.14247448765906,2.6310507334322524,76.91239270926216,9.343091000149844,94.72510300197813,2.695688495827854,50.0,0.9,0.95,20,1000,20,0.3,4
5,3,10,0.33512000000000003,0.12604755293142347,8.63398,2.1895288853084356,Crowd-Ensemble,98.38521617164031,1.3466969260866437,62.37273607201984,13.47946806517806,92.88610593691928,2.449033996700776,0.0,0.0,0.95,20,1000,20,0.4,4
5,3,10,0.14204,0.10658441912399767,0.0,0.0,Machines-Ensemble,99.36630554631732,0.6278324317397751,79.1231602040016,11.239955621170681,96.90194169306726,2.2092716384628197,50.0,0.0,0.95,20,1000,20,0.4,4
5,3,10,0.05094000000000001,0.03535443960806054,2.7488000000000006,0.4887291274315456,Hybrid-Ensemble,99.06736070923172,0.8645473189933252,96.72988817177135,1.631229924312848,98.84697813982268,0.7881479947100039,50.0,0.0,0.95,20,1000,20,0.4,4
5,3,10,0.33696000000000004,0.09952446131479437,0.0,0.0,Machines-Ensemble,94.57838815589008,1.6769911655454852,77.29372152189312,9.31151907904631,92.52828345449561,2.078363700723303,50.0,0.2,0.95,20,1000,20,0.4,4
5,3,10,0.07428,0.035364977025300046,3.28332,0.5756688436940113,Hybrid-Ensemble,98.86396787171054,0.9264868964515798,93.43890685993605,4.016178253753641,98.32395562767107,0.7885660384716889,50.0,0.2,0.95,20,1000,20,0.4,4
5,3,10,0.6064599999999999,0.15728537249216787,0.0,0.0,Machines-Ensemble,87.19449166022969,3.326438424610993,78.77850623730644,6.852636181996725,86.3176208087679,3.513734182489605,50.0,0.3,0.95,20,1000,20,0.4,4
5,3,10,0.08426,0.03656764143337658,3.4690600000000003,0.41799389517073104,Hybrid-Ensemble,98.76127082342758,0.8863077358351364,91.90696224133991,2.5221837477177145,98.0888871624998,0.8391331374652894,50.0,0.3,0.95,20,1000,20,0.4,4
5,3,10,1.3529,0.5006200255682947,0.0,0.0,Machines-Ensemble,68.94781253382413,11.928017730229202,73.24321299194544,9.412294551389966,69.20628832444659,11.408620234758649,50.0,0.5,0.95,20,1000,20,0.4,4
5,3,10,0.13214,0.05315411931355839,4.38746,0.8490888813310419,Hybrid-Ensemble,98.2284062652118,1.07541778791713,86.8547049890096,4.5453853357818375,97.0493581355926,1.1895077046285971,50.0,0.5,0.95,20,1000,20,0.4,4
5,3,10,1.99892,0.6170940881259519,0.0,0.0,Machines-Ensemble,52.122928461725806,15.159957539312767,74.41411350724943,9.386954701971705,53.33225116605056,14.539099424300732,50.0,0.7,0.95,20,1000,20,0.4,4
5,3,10,0.15486,0.07181420750798549,4.82864,0.8640365445975071,Hybrid-Ensemble,98.152486092817,1.3750894098966455,83.3193212521266,4.918858737734667,96.56074214160417,1.5371790083022612,50.0,0.7,0.95,20,1000,20,0.4,4
5,3,10,2.17446,0.7953317348125875,0.0,0.0,Machines-Ensemble,48.01785193461975,23.19749667895226,69.97530741671478,14.14149212612048,48.11300283458726,20.196107523362905,50.0,0.9,0.95,20,1000,20,0.4,4
5,3,10,0.17404,0.09484555023826896,5.0459,0.9848605028124541,Hybrid-Ensemble,97.68867033763692,2.5066783325598694,83.05252635421732,7.258527857225345,96.06117858079962,2.2254269090861913,50.0,0.9,0.95,20,1000,20,0.4,4
5,3,10,0.36841999999999997,0.0833388480841918,8.90702,1.3057961018474515,Crowd-Ensemble,98.91701414392692,1.0845957619998907,62.40827967708363,8.359581915752537,93.71089145196595,1.356488616869964,0.0,0.0,0.95,20,1000,20,0.5,4
5,3,10,0.1258,0.07444810272935101,0.0,0.0,Machines-Ensemble,99.40959737260955,0.42781976234576197,84.49788810613974,8.132252575128247,97.75803743818284,1.3238068647103747,50.0,0.0,0.95,20,1000,20,0.5,4
5,3,10,0.04926,0.02993380029331391,2.68214,0.348014942782634,Hybrid-Ensemble,99.37006324750621,0.6012135368773175,96.56049078947485,1.6201096919921227,99.10503803831152,0.5515361344261632,50.0,0.0,0.95,20,1000,20,0.5,4
5,3,10,0.39643999999999996,0.13763984306878588,0.0,0.0,Machines-Ensemble,94.37429900508461,1.6512501701895579,81.10792069380028,8.427794662462762,92.9167736982388,2.4031317050309444,50.0,0.2,0.95,20,1000,20,0.5,4
5,3,10,0.06666,0.0337091144944509,3.2832800000000004,0.4864159142133407,Hybrid-Ensemble,99.2619882974244,0.6716132704101606,94.38216648090044,2.0024826437327783,98.79295230338539,0.609774502155204,50.0,0.2,0.95,20,1000,20,0.5,4
5,3,10,0.72502,0.1960236200053453,0.0,0.0,Machines-Ensemble,87.76717247857627,3.3580748372397746,79.71866311425455,7.628572945863264,86.90384383167289,3.45401383437464,50.0,0.3,0.95,20,1000,20,0.5,4
5,3,10,0.09694000000000001,0.04771222484856476,3.64848,0.5033193117693776,Hybrid-Ensemble,98.75836432534719,0.9895718634993094,93.38180151159511,1.8432649399634875,98.23922835860151,0.87050896660884,50.0,0.3,0.95,20,1000,20,0.5,4
5,3,10,1.6132200000000003,0.4907871754640702,0.0,0.0,Machines-Ensemble,69.3907945634858,9.737150358510343,79.85728425177746,7.070795780940345,70.1633237717391,9.374520268550214,50.0,0.5,0.95,20,1000,20,0.5,4
5,3,10,0.13180000000000003,0.05759583318261834,4.34148,0.7445250093851784,Hybrid-Ensemble,98.61997488624337,1.0420292497534192,88.77671515968137,3.4764263891767953,97.62178236736787,1.042722136051658,50.0,0.5,0.95,20,1000,20,0.5,4
5,3,10,2.5081800000000003,0.7963883396936446,0.0,0.0,Machines-Ensemble,51.67222323812721,16.338451436459636,77.84544587289483,10.304660771150237,52.9441674564489,15.413805204428598,50.0,0.7,0.95,20,1000,20,0.5,4
5,3,10,0.16140000000000002,0.07031528994464858,4.96462,0.993144075952729,Hybrid-Ensemble,98.43977652155691,1.1427335333621425,85.8849684284117,4.690960936886994,97.12265557455852,1.2363154458966292,50.0,0.7,0.95,20,1000,20,0.5,4
5,3,10,2.9869,1.064424957430067,0.0,0.0,Machines-Ensemble,42.26782992652616,22.651910985821726,75.65655662719003,12.021690281045968,43.23306741471216,21.086459647205388,50.0,0.9,0.95,20,1000,20,0.5,4
5,3,10,0.19874000000000003,0.1331714398810796,5.2301400000000005,1.1124415132491237,Hybrid-Ensemble,97.89740324820997,2.5481991980218166,84.69875802874614,6.032614830540749,96.47570942864766,2.3261636016895526,50.0,0.9,0.95,20,1000,20,0.5,4
