worker_tests,worker_tests,lr,loss_mean,loss_std,price_mean,price_std,algorithm,recall,recall_std,precision,precision_std,f_beta,f_beta_std,machine_tests,corr,select_conf,baseround_items,total_items,expert_cost,theta,filetrs_num
5,5,10,0.22376000000000001,0.08904393522301224,7.944580000000001,1.0852813476698104,Crowd-Ensemble,95.71640433314536,3.21084650143263,79.04520654521428,13.25774422551409,93.52566418546499,2.535091817164964,0.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,0.13829999999999998,0.09613038021354123,0.0,0.0,Machines-Ensemble,99.22471906266959,0.8030926052308344,74.81152620184648,12.948539933580337,96.04540042839024,2.6540751395071607,50.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,0.11654000000000002,0.07522664687462814,3.87438,1.2812227267731398,Hybrid-Ensemble,98.29835184536113,1.9961122056680844,84.21074872362512,11.249675783582804,96.58832741832911,2.1637969157068637,50.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,0.33302,0.16421747653645152,0.0,0.0,Machines-Ensemble,93.80897635771836,3.441267142186066,69.29228978451428,12.35492904214294,90.58890589921977,4.401812643277475,50.0,0.2,0.95,20,1000,20,0.3,4
5,5,10,0.16378,0.07755109025668175,4.433699999999999,1.3754262793766883,Hybrid-Ensemble,97.25437488635914,2.3193506928648056,80.99812228267041,11.053863140154437,95.26457119298976,2.2219484665354416,50.0,0.2,0.95,20,1000,20,0.3,4
5,5,10,0.4807599999999999,0.16957129002281018,0.0,0.0,Machines-Ensemble,89.40239323173346,5.205896779870322,66.91428914750132,12.929184662587993,86.34682285054573,4.762867118847476,50.0,0.3,0.95,20,1000,20,0.3,4
5,5,10,0.18575999999999998,0.07741409690747546,4.822439999999999,1.1574720240247711,Hybrid-Ensemble,96.86112443711063,2.4606583312043413,78.52987236068921,9.106263640971731,94.65573757347147,2.2143870053430024,50.0,0.3,0.95,20,1000,20,0.3,4
5,5,10,1.0082799999999998,0.34640900912072137,0.0,0.0,Machines-Ensemble,72.95586199511258,12.39374729388476,63.28679611684346,14.871590478208098,71.16943648915966,10.12081836774228,50.0,0.5,0.95,20,1000,20,0.3,4
5,5,10,0.25270000000000004,0.09938697097708532,6.051159999999999,1.7090003435927097,Hybrid-Ensemble,96.31244937822424,3.182673015416249,71.59792466694552,12.378571297672702,92.96230479244437,2.639550163660529,50.0,0.5,0.95,20,1000,20,0.3,4
5,5,10,1.4364400000000002,0.6271854641172736,0.0,0.0,Machines-Ensemble,57.87221774387513,22.454577247013987,63.22775851348611,18.69331597468236,57.056571608049865,19.669136570808956,50.0,0.7,0.95,20,1000,20,0.3,4
5,5,10,0.25784,0.07931112406213899,6.1421399999999995,1.7616442207210854,Hybrid-Ensemble,96.08214896317662,2.6314406720615477,70.38348524408147,11.28432589510614,92.675693517743,2.292085110881333,50.0,0.7,0.95,20,1000,20,0.3,4
5,5,10,1.7845200000000003,0.6706308146812223,0.0,0.0,Machines-Ensemble,46.402851275753555,24.73011721548302,62.94751624096842,17.167729415924597,46.003039415887976,21.46009845907443,50.0,0.9,0.95,20,1000,20,0.3,4
5,5,10,0.2714,0.10226358100516526,6.338480000000001,1.476444055695982,Hybrid-Ensemble,95.76704880514167,2.8223209704211043,69.42793707326025,10.111200804717795,92.34392938399546,2.8738865618784115,50.0,0.9,0.95,20,1000,20,0.3,4
