worker_tests,worker_tests,lr,loss_mean,loss_std,price_mean,price_std,algorithm,recall,recall_std,precision,precision_std,f_beta,f_beta_std,machine_tests,corr,select_conf,baseround_items,total_items,expert_cost,theta,filters_num
5,5,10,0.21574000000000002,0.088007683755454,6.92816,0.9740868207711261,Crowd-Ensemble,95.1889374969482,2.7604281993482997,83.40209099656641,11.075539194740307,93.73137235610193,2.3854624718344954,0.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,0.19210000000000002,0.12248661151325888,0.0,0.0,Machines-Ensemble,97.66854221703463,2.3285964416825182,72.72428980258374,11.479770956846691,94.47019140131431,3.582543300450591,15.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,0.11922,0.07379628445931408,3.5584800000000003,1.1379532194251223,Hybrid-Ensemble,97.86666538272797,2.25115855448995,85.9447260555687,9.13143656386096,96.49371885080214,2.187455199110323,15.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,0.15492,0.09999896799467481,4.2335400000000005,1.814754068296859,Stacking-Ensemble,97.60180713311371,2.25115855448995,85.9447260555687,9.13143656386096,96.49371885080214,2.187455199110323,15.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,1.0138800000000001,0.4447905412663358,0.0,0.0,Machines-Ensemble,71.0335259511383,14.503367821012612,66.47275094090777,12.360361527077462,70.2464162040695,13.57652168946898,15.0,0.5,0.95,20,1000,20,0.3,4
5,5,10,0.17795999999999995,0.06356224036328487,4.98558,1.3226079100020536,Hybrid-Ensemble,97.4781942371317,1.5319420452135282,76.59624786237293,9.585992156787317,94.92459232966084,1.7306962852225658,15.0,0.5,0.95,20,1000,20,0.3,4
5,5,10,0.20078000000000004,0.0697625372245018,5.309880000000001,1.452864035483018,Stacking-Ensemble,97.2015128855923,1.5319420452135282,76.59624786237293,9.585992156787317,94.92459232966084,1.7306962852225658,15.0,0.5,0.95,20,1000,20,0.3,4
5,5,10,1.4183,0.6869798323095082,0.0,0.0,Machines-Ensemble,58.87934869344021,24.18241191229616,62.32802638594136,18.828448165461047,57.753562945586324,21.409704089777037,15.0,0.7,0.95,20,1000,20,0.3,4
5,5,10,0.21606000000000003,0.08849664626413817,5.946560000000001,2.0032199395972476,Hybrid-Ensemble,97.78411943654191,1.4593687399747917,69.98790527368884,13.135751684002395,93.9384951332231,2.3466996099935806,15.0,0.7,0.95,20,1000,20,0.3,4
5,5,10,0.20912,0.09736213637754669,5.730600000000001,1.85431796626145,Stacking-Ensemble,96.90374900590312,1.4593687399747917,69.98790527368884,13.135751684002395,93.9384951332231,2.3466996099935806,15.0,0.7,0.95,20,1000,20,0.3,4
5,5,10,1.5525200000000003,0.7093828371197036,0.0,0.0,Machines-Ensemble,55.91371650125941,28.686189669900198,56.85300165877302,19.23295348378457,53.23234434956144,23.493197889570695,15.0,0.9,0.95,20,1000,20,0.3,4
5,5,10,0.21596,0.0676201035195895,5.9169599999999996,1.567527976911417,Hybrid-Ensemble,97.27128042945536,1.3705814281509032,71.29489851739447,10.596002879834543,93.87899429021014,1.7810434743676524,15.0,0.9,0.95,20,1000,20,0.3,4
5,5,10,0.23472,0.10323372317222701,6.349699999999998,2.092630098703543,Stacking-Ensemble,96.8514615871991,1.3705814281509032,71.29489851739447,10.596002879834543,93.87899429021014,1.7810434743676524,15.0,0.9,0.95,20,1000,20,0.3,4
5,5,10,0.18502000000000002,0.11335492755059218,0.0,0.0,Machines-Ensemble,98.09759439950395,1.9664333605077153,72.55119138865467,11.286503473124547,94.82847318743644,3.1006593190237415,20.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,0.12816,0.05747394540137296,3.5864199999999995,0.7544374616891715,Hybrid-Ensemble,97.61321241275412,1.86401940259298,85.86016479980007,8.081204556922886,96.31371683105804,1.6636012822304,20.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,0.16276,0.07247580561815094,4.36512,1.3902803838075255,Stacking-Ensemble,97.51270380560378,1.86401940259298,85.86016479980007,8.081204556922886,96.31371683105804,1.6636012822304,20.0,0.0,0.95,20,1000,20,0.3,4
5,5,10,0.9732400000000001,0.4427886430341229,0.0,0.0,Machines-Ensemble,72.83731472519108,15.490857781947511,64.02213882290411,14.645467591899184,71.2405652589805,13.619570051069,20.0,0.5,0.95,20,1000,20,0.3,4
5,5,10,0.195,0.07471331875910747,5.0887400000000005,1.4494246556478885,Hybrid-Ensemble,97.21855432827098,1.8187045951094563,74.78333052830904,9.95400997398042,94.3849667816745,2.0313947524711047,20.0,0.5,0.95,20,1000,20,0.3,4
5,5,10,0.19517999999999996,0.07099596889964951,5.33246,1.3997184032511683,Stacking-Ensemble,97.55164898688982,1.8187045951094563,74.78333052830904,9.95400997398042,94.3849667816745,2.0313947524711047,20.0,0.5,0.95,20,1000,20,0.3,4
5,5,10,1.3851599999999997,0.63501613711779,0.0,0.0,Machines-Ensemble,60.87536928806249,23.55516221076986,56.43913927455112,16.447182461373007,58.97613864007231,20.288981845119,20.0,0.7,0.95,20,1000,20,0.3,4
5,5,10,0.22943999999999998,0.09124059622777572,5.682300000000001,1.8409229125631525,Hybrid-Ensemble,96.63903882011144,2.2624545091256514,72.93977487242472,11.709320104053434,93.50375445490312,2.364708218889251,20.0,0.7,0.95,20,1000,20,0.3,4
5,5,10,0.264,0.12479823716703695,6.524000000000001,2.4051263168490755,Stacking-Ensemble,96.67020660269692,2.2624545091256514,72.93977487242472,11.709320104053434,93.50375445490312,2.364708218889251,20.0,0.7,0.95,20,1000,20,0.3,4
